"X","X.1","X.2","X.3","X.4","X.5","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","Team"
"1984","NBA","10","216","Victor Coleman","Northwest Missouri State University","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1983","NBA","1","13","Ennis Whatley (↳CHI)","Alabama","385","7108","2150","679","1754",".468",".097",".755","18.5","5.6","1.8","4.6","9.6",".065","-0.9","2.0","SAC"
"1983","NBA","2","38","Chris McNealy (↳CHI)","San Jose State","108","1864","466","494","110",".456","",".658","17.3","4.3","4.6","1.0","2.6",".066","-1.9","0.0","SAC"
"1983","NBA","3","60","Steve Harriel","Washington State","","","","","","","","","","","","","","","","","SAC"
"1983","NBA","4","84","Mike Jackson","Wyoming","","","","","","","","","","","","","","","","","SAC"
"1983","NBA","5","106","Lorenza Andrews","Oklahoma State","","","","","","","","","","","","","","","","","SAC"
"1983","NBA","6","130","Alvis Rogers","Wake Forest","","","","","","","","","","","","","","","","","SAC"
"1983","NBA","7","152","Dane Suttle","Pepperdine","46","493","272","49","48",".507",".000",".857","10.7","5.9","1.1","1.0","1.0",".093","-0.5","0.2","SAC"
"1983","NBA","8","176","Preston Neumayr","UC-Davis","","","","","","","","","","","","","","","","","SAC"
"1983","NBA","9","197","Bernard Hill","Oklahoma Panhandle State University","","","","","","","","","","","","","","","","","SAC"
"1983","NBA","10","219","Aaron Haskins","Washington State","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1982","NBA","1","5","LaSalle Thompson","Texas","985","21238","7806","6689","1139",".492",".154",".737","21.6","7.9","6.8","1.2","35.0",".079","-1.5","2.7","SAC"
"1982","NBA","1","17","Brook Steppe","Georgia Tech","238","2858","1297","345","280",".469",".310",".820","12.0","5.4","1.4","1.2","4.6",".078","-1.8","0.2","SAC"
"1982","NBA","3","51","Jim Johnstone (↳ATL ↳SAS)","Wake Forest","23","191","31","46","11",".367","",".450","8.3","1.3","2.0","0.5","-0.1","-0.020","-4.4","-0.2","SAC"
"1982","NBA","4","74","Mike Sanders","UCLA","648","12391","5162","1927","880",".482",".221",".769","19.1","8.0","3.0","1.4","17.9",".069","-2.3","-0.9","SAC"
"1982","NBA","5","97","Kenny Simpson","Grambling State University","","","","","","","","","","","","","","","","","SAC"
"1982","NBA","6","120","Poncho Wright","Louisville","","","","","","","","","","","","","","","","","SAC"
"1982","NBA","7","143","Perry Range","Illinois","","","","","","","","","","","","","","","","","SAC"
"1982","NBA","8","166","Ed Nealy","Kansas State","540","6792","1451","1799","392",".498",".292",".684","12.6","2.7","3.3","0.7","15.2",".107","-0.7","2.2","SAC"
"1982","NBA","9","189","Jack Moore","Nebraska","","","","","","","","","","","","","","","","","SAC"
"1982","NBA","10","210","Robert Estes","Iowa State","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1981","NBA","1","7","Steve Johnson","Oregon State","626","13618","7345","3450","777",".572",".000",".634","21.8","11.7","5.5","1.2","26.9",".095","-1.7","1.1","SAC"
"1981","NBA","1","17","Kevin Loder","Alabama State University","148","2094","875","338","174",".461",".261",".695","14.1","5.9","2.3","1.2","2.4",".055","-1.7","0.2","SAC"
"1981","NBA","2","29","Eddie Johnson","Illinois","1199","32604","19202","4832","2550",".472",".335",".840","27.2","16.0","4.0","2.1","65.6",".097","-0.7","11.0","SAC"
"1981","NBA","3","58","Curtis Berry","Missouri","","","","","","","","","","","","","","","","","SAC"
"1981","NBA","4","78","Kenny Dennard","Duke","95","1244","268","286","93",".429",".300",".644","13.1","2.8","3.0","1.0","1.4",".056","-1.5","0.2","SAC"
"1981","NBA","4","82","B.B. Davis","Lamar","","","","","","","","","","","","","","","","","SAC"
"1981","NBA","5","104","U.S. Reed","Arkansas","","","","","","","","","","","","","","","","","SAC"
"1981","NBA","6","128","Brian Walker","Purdue","","","","","","","","","","","","","","","","","SAC"
"1981","NBA","7","150","Clinton Wheeler","William Paterson University","87","867","254","71","157",".489",".000",".741","10.0","2.9","0.8","1.8","1.1",".058","0.0","0.4","SAC"
"1981","NBA","8","173","Randy Smithson","Wichita State","","","","","","","","","","","","","","","","","SAC"
"1981","NBA","9","194","Mike Perry","Richmond","","","","","","","","","","","","","","","","","SAC"
"1981","NBA","10","214","Mark Wilson","Fort Hays State University","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1980","NBA","1","16","Hawkeye Whitney","NC State","70","1048","404","146","87",".462",".286",".750","15.0","5.8","2.1","1.2","1.3",".062","-1.6","0.1","SAC"
"1980","NBA","3","62","Tony Murphy","Southern University and A&M College","","","","","","","","","","","","","","","","","SAC"
"1980","NBA","5","108","Kelvin Blakely","Eastern Michigan","","","","","","","","","","","","","","","","","SAC"
"1980","NBA","6","131","Trent Grooms","Kent State University","","","","","","","","","","","","","","","","","SAC"
"1980","NBA","7","154","Arnold McDowell","Montana State","","","","","","","","","","","","","","","","","SAC"
"1980","NBA","9","193","Charley Cole","Delta State University","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1979","NBA","1","18","Reggie King","Alabama","438","11345","3898","2707","691",".514",".000",".699","25.9","8.9","6.2","1.6","24.8",".105","-0.4","4.6","SAC"
"1979","NBA","3","62","Terry Crosby","Tennessee","4","28","6","1","7",".500","","1.000","7.0","1.5","0.3","1.8","0.0","-0.051","-4.8","0.0","SAC"
"1979","NBA","4","85","John McCullough","Oklahoma","8","23","21","4","3",".692","",".600","2.9","2.6","0.5","0.4","0.1",".239","-2.4","0.1","SAC"
"1979","NBA","5","105","Curtis Watkins","DePaul","","","","","","","","","","","","","","","","","SAC"
"1979","NBA","6","126","Bob Roma","Princeton","","","","","","","","","","","","","","","","","SAC"
"1979","NBA","7","145","Nick Daniels","Xavier","","","","","","","","","","","","","","","","","SAC"
"1979","NBA","8","164","Tony Vann","","","","","","","","","","","","","","","","","","SAC"
"1979","NBA","9","181","Gary Wilson","Southern Illinois","","","","","","","","","","","","","","","","","SAC"
"1979","NBA","10","200","Russell Saunders","New Mexico","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1978","NBA","1","2","Phil Ford","UNC","482","13503","5594","854","3083",".467","",".820","28.0","11.6","1.8","6.4","23.3",".083","-0.8","4.1","SAC"
"1978","NBA","3","49","Jeff Cook","Idaho State University","518","9697","2734","2334","707",".462",".056",".716","18.7","5.3","4.5","1.4","17.7",".088","-1.4","1.6","SAC"
"1978","NBA","3","52","Mike Russell","Texas Tech","","","","","","","","","","","","","","","","","SAC"
"1978","NBA","4","70","Jeffrey Crompton (↳DEN)","UNC","82","495","99","139","28",".370","",".442","6.0","1.2","1.7","0.3","-0.1","-0.009","-4.3","-0.4","SAC"
"1978","NBA","5","93","Derrick Clairborne","UMass","","","","","","","","","","","","","","","","","SAC"
"1978","NBA","6","114","Jim Krivacs","Texas","","","","","","","","","","","","","","","","","SAC"
"1978","NBA","7","136","Charles McMillian","University of North Texas","","","","","","","","","","","","","","","","","SAC"
"1978","NBA","8","155","Ron Hammye","Bowling Green","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1977","NBA","1","2","Otis Birdsong","Houston","696","21627","12544","2072","2260",".506","",".655","31.1","18.0","3.0","3.2","48.2",".107","0.6","14.3","SAC"
"1977","NBA","2","31","Eddie Owens","UNLV","8","63","21","10","5",".429","",".500","7.9","2.6","1.3","0.6","0.0",".027","-3.9","0.0","SAC"
"1977","NBA","3","45","Bill Paterno","Notre Dame","","","","","","","","","","","","","","","","","SAC"
"1977","NBA","3","53","John Kuester","UNC","135","1527","451","141","305",".427","",".833","11.3","3.3","1.0","2.3","2.0",".064","-1.9","0.1","SAC"
"1977","NBA","4","75","Larry Williams","Texas Southern","","","","","","","","","","","","","","","","","SAC"
"1977","NBA","5","97","Bob Chapman","Michigan State","","","","","","","","","","","","","","","","","SAC"
"1977","NBA","6","119","Bob Cooper","Providence","","","","","","","","","","","","","","","","","SAC"
"1977","NBA","7","139","Caitlyn Jenner","Graceland University","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1976","NBA","1","3","Richard Washington","UCLA","351","7874","3456","2204","409",".453","",".711","22.4","9.8","6.3","1.2","10.8",".066","-2.5","-1.1","SAC"
"1976","NBA","4","54","Clarence Ramsey","Washington","","","","","","","","","","","","","","","","","SAC"
"1976","NBA","5","71","Willie Hodge","Duke","","","","","","","","","","","","","","","","","SAC"
"1976","NBA","6","89","Andre McCarter","UCLA","103","1182","392","95","172",".431","",".725","11.5","3.8","0.9","1.7","1.1",".046","-2.5","-0.2","SAC"
"1976","NBA","7","107","Craig Prosser","Canisius","","","","","","","","","","","","","","","","","SAC"
"1976","NBA","8","125","Mike Davis","Bradley","","","","","","","","","","","","","","","","","SAC"
"1976","NBA","9","143","Dave Logan","Colorado","","","","","","","","","","","","","","","","","SAC"
"1976","NBA","10","160","Terry Bailey","University of North Texas","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1975","NBA","1","10","Bill Robinzine","DePaul","529","11432","5541","3209","560",".482","",".749","21.6","10.5","6.1","1.1","23.3",".098","-1.8","0.5","SAC"
"1975","NBA","1","13","Bob Bigelow","Penn","94","762","234","111","42",".414","",".732","8.1","2.5","1.2","0.4","0.5",".029","-3.3","-0.2","SAC"
"1975","NBA","2","31","Glenn Hansen","LSU","112","1447","588","247","93",".412","",".725","12.9","5.3","2.2","0.8","1.0",".034","-2.9","-0.4","SAC"
"1975","NBA","3","49","Bob Guyette","Kentucky","","","","","","","","","","","","","","","","","SAC"
"1975","NBA","4","67","Kevin Cluess","St. John's","","","","","","","","","","","","","","","","","SAC"
"1975","NBA","5","85","Ed Stahl","UNC","","","","","","","","","","","","","","","","","SAC"
"1975","NBA","6","103","Clint Chapman","USC","","","","","","","","","","","","","","","","","SAC"
"1975","NBA","7","121","Wayne Croft","Clemson","","","","","","","","","","","","","","","","","SAC"
"1975","NBA","8","139","Jim Bostic","New Mexico State","4","48","26","16","3",".545","",".400","12.0","6.5","4.0","0.8","0.1",".144","-2.7","0.0","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1974","NBA","1","6","Scott Wedman","Colorado","906","25927","11916","4355","1771",".481","",".794","28.6","13.2","4.8","2.0","53.7",".099","-0.4","10.5","SAC"
"1974","NBA","2","24","Len Kosmalski","Tennessee","76","506","110","144","53",".398","",".778","6.7","1.4","1.9","0.7","0.6",".052","-2.4","0.0","SAC"
"1974","NBA","4","60","Lloyd Batts","Cincinnati","","","","","","","","","","","","","","","","","SAC"
"1974","NBA","5","78","Terry Compton","Vanderbilt","","","","","","","","","","","","","","","","","SAC"
"1974","NBA","6","96","Ron Kennedy","Arizona","","","","","","","","","","","","","","","","","SAC"
"1974","NBA","7","114","Mark Brown","Missouri Western State College","","","","","","","","","","","","","","","","","SAC"
"1974","NBA","8","132","Richie O'Connor","Fairfield","","","","","","","","","","","","","","","","","SAC"
"1974","NBA","9","150","Jeff Dawson","Illinois","","","","","","","","","","","","","","","","","SAC"
"1974","NBA","10","167","Dennis White","Arkansas","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1973","NBA","1","7","Ron Behagen","Minnesota","388","9131","3977","2712","624",".425","",".754","23.5","10.3","7.0","1.6","13.0",".068","-2.1","-0.2","SAC"
"1973","NBA","2","20","Mike D'Antoni","Marshall","130","1858","432","186","248",".392","",".736","14.3","3.3","1.4","1.9","0.9",".023","-1.2","0.3","SAC"
"1973","NBA","2","25","Larry McNeill","Marquette","297","5094","2533","1440","225",".466","",".779","17.2","8.5","4.8","0.8","13.4",".127","-0.9","1.5","SAC"
"1973","NBA","5","76","M.L. Carr","Guilford College","604","14216","5853","2595","1112",".470","",".746","23.5","9.7","4.3","1.8","29.0",".098","0.3","8.4","SAC"
"1973","NBA","6","93","Mike Quick","San Francisco","","","","","","","","","","","","","","","","","SAC"
"1973","NBA","7","110","Mike Jeffries","Missouri","","","","","","","","","","","","","","","","","SAC"
"1973","NBA","8","127","Mike Williams","Kentucky Wesleyan College","","","","","","","","","","","","","","","","","SAC"
"1973","NBA","9","143","James Brown","Dartmouth College","","","","","","","","","","","","","","","","","SAC"
"1973","NBA","10","157","Ernie Kusnyer","Kansas State","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1972","NBA","2","19","Sam Sibert","Kentucky State University","5","26","12","4","0",".308","",".800","5.2","2.4","0.8","0.0","-0.1","-0.105","","","SAC"
"1972","NBA","2","28","Mike Ratliff","University of Wisconsin-Eau Claire","60","685","241","194","38",".417","",".536","11.4","4.0","3.2","0.6","-0.2","-0.014","-4.6","0.0","SAC"
"1972","NBA","3","38","Ron Riley","USC","264","4852","1542","1368","318",".419","",".691","18.4","5.8","5.2","1.2","2.5",".024","-2.2","-0.2","SAC"
"1972","NBA","4","53","Frank Schade","University of Wisconsin-Eau Claire","9","76","10","6","10",".286","","1.000","8.4","1.1","0.7","1.1","0.0",".031","","","SAC"
"1972","NBA","5","68","David Bustion","Denver","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","6","86","Jerry Crocker","Guilford College","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","7","102","Mike Sneed","Fayetteville State University","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","8","119","Jerry Clack","Oklahoma State","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","9","134","Steve McMahon","Merrimack College","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","10","148","David Hall","Kansas State","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","11","159","Floyd Mathew","Northern Arizona University","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","12","168","Len Baltimore","George Washington","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","13","177","Kent Scott","Pitt","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","14","183","Bob Allen","Missouri","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","15","190","Mike Jeffries","Oklahoma State","","","","","","","","","","","","","","","","","SAC"
"1972","NBA","16","195","Mike Peterson","Nebraska","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1971","NBA","1","4","Ken Durrett","La Salle","120","1205","484","233","54",".434","",".637","10.0","4.0","1.9","0.5","0.6",".025","-3.9","-0.5","SAC"
"1971","NBA","2","21","John Mengelt","Auburn","636","12788","6218","1221","1329",".479","",".809","20.1","9.8","1.9","2.1","27.9",".105","-1.1","2.2","SAC"
"1971","NBA","2","31","Joe Bergman","Creighton","","","","","","","","","","","","","","","","","SAC"
"1971","NBA","3","38","Rich Yunkus","Georgia Tech","","","","","","","","","","","","","","","","","SAC"
"1971","NBA","4","55","Sid Catlett","Notre Dame","9","40","6","4","1",".222","",".222","4.4","0.7","0.4","0.1","-0.2","-0.197","","","SAC"
"1971","NBA","5","72","Jimmie Guymon","Eastern New Mexico University","","","","","","","","","","","","","","","","","SAC"
"1971","NBA","5","73","Tyrone Marioneaux","Loyola New Orleans","","","","","","","","","","","","","","","","","SAC"
"1971","NBA","6","89","Gil McGregor","Wake Forest","42","532","171","148","18",".363","",".696","12.7","4.1","3.5","0.4","-0.4","-0.038","","","SAC"
"1971","NBA","7","106","Ollie Shannon","Minnesota","","","","","","","","","","","","","","","","","SAC"
"1971","NBA","8","123","Frank Fitzgerald","Boston College","","","","","","","","","","","","","","","","","SAC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","SAC"
"1970","NBA","1","5","Sam Lacey","New Mexico State","1002","31873","10303","9687","3754",".441","",".738","31.8","10.3","9.7","3.7","50.9",".077","2.4","25.9","SAC"
"1970","NBA","2","19","Tiny Archibald","Texas-El Paso","876","31159","16481","2046","6476",".467","",".810","35.6","18.8","2.3","7.4","83.4",".128","0.4","12.9","SAC"
"1970","NBA","2","22","Doug Cook","Davidson","","","","","","","","","","","","","","","","","SAC"
"1970","NBA","3","39","Greg Hyder","Eastern New Mexico University","77","1359","417","332","48",".447","",".718","17.6","5.4","4.3","0.6","1.1",".040","","","SAC"
"1970","NBA","4","56","Wade Fuller","Loyola Chicago","","","","","","","","","","","","","","","","","SAC"
"1970","NBA","5","73","Uluss Thompson","Wiley College","","","","","","","","","","","","","","","","","SAC"
